age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
49,services,divorced,basic.9y,no,yes,no,telephone,May,Tue,259,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,technician,married,high.school,no,no,yes,telephone,May,Tue,340,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,blue-collar,single,university.degree,unknown,no,no,telephone,May,Tue,392,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
44,technician,married,professional.course,unknown,yes,no,telephone,May,Tue,245,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,blue-collar,married,basic.9y,unknown,no,yes,telephone,May,Tue,136,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
44,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,May,Tue,148,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
50,self-employed,married,university.degree,no,yes,yes,telephone,May,Tue,137,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,blue-collar,single,university.degree,unknown,no,no,telephone,May,Tue,456,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
41,technician,married,professional.course,no,yes,no,telephone,May,Tue,107,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,blue-collar,married,basic.4y,no,no,no,telephone,May,Tue,44,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
53,admin.,married,university.degree,no,yes,no,telephone,May,Tue,118,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,entrepreneur,married,university.degree,no,yes,no,telephone,May,Tue,135,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,services,married,high.school,no,yes,no,telephone,May,Tue,276,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
34,services,married,basic.9y,unknown,yes,no,telephone,May,Tue,150,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,blue-collar,married,professional.course,no,no,yes,telephone,May,Tue,118,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
25,technician,single,university.degree,no,yes,no,telephone,May,Tue,38,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,admin.,divorced,university.degree,no,no,yes,telephone,May,Tue,232,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
34,admin.,married,university.degree,no,no,no,telephone,May,Tue,1167,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,unknown,married,basic.6y,unknown,no,no,telephone,May,Tue,39,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,admin.,divorced,high.school,no,no,no,telephone,May,Tue,325,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,self-employed,single,university.degree,no,no,no,telephone,May,Tue,311,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,admin.,married,high.school,no,no,yes,telephone,May,Tue,147,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
46,entrepreneur,married,university.degree,no,yes,no,telephone,May,Tue,125,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
56,entrepreneur,married,university.degree,no,no,no,telephone,May,Tue,98,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,technician,single,basic.9y,unknown,no,yes,telephone,May,Tue,93,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,technician,single,basic.9y,unknown,no,no,telephone,May,Tue,83,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,blue-collar,married,high.school,no,yes,no,telephone,May,Tue,67,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
52,services,married,unknown,unknown,no,no,telephone,May,Tue,77,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,services,married,unknown,unknown,no,no,telephone,May,Tue,191,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
52,services,married,unknown,unknown,no,no,telephone,May,Tue,144,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
51,technician,married,professional.course,unknown,no,no,telephone,May,Tue,20,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,technician,single,unknown,no,no,no,telephone,May,Tue,27,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
34,technician,married,high.school,no,no,yes,telephone,May,Tue,174,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
28,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tue,260,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
43,self-employed,single,professional.course,unknown,yes,yes,telephone,May,Tue,94,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
41,technician,single,professional.course,no,yes,no,telephone,May,Tue,122,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
54,technician,married,professional.course,no,no,yes,telephone,May,Tue,334,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
53,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tue,609,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,admin.,married,university.degree,unknown,no,no,telephone,May,Tue,202,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,admin.,married,university.degree,unknown,no,no,telephone,May,Tue,262,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,blue-collar,married,basic.9y,no,no,no,telephone,May,Tue,302,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,services,married,high.school,no,no,no,telephone,May,Tue,121,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,technician,married,professional.course,unknown,no,no,telephone,May,Tue,202,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,services,divorced,professional.course,unknown,no,no,telephone,May,Tue,806,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
56,admin.,divorced,unknown,unknown,yes,yes,telephone,May,Tue,31,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,admin.,married,high.school,unknown,no,no,telephone,May,Tue,21,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tue,334,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,technician,single,university.degree,no,yes,yes,telephone,May,Tue,156,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
41,technician,married,professional.course,no,no,no,telephone,May,Tue,92,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,blue-collar,married,professional.course,unknown,no,no,telephone,May,Tue,128,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,admin.,single,university.degree,no,no,yes,telephone,May,Tue,766,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,services,married,high.school,unknown,no,no,telephone,May,Tue,162,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
29,admin.,single,basic.9y,unknown,no,no,telephone,May,Tue,255,5,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,technician,single,university.degree,no,no,no,telephone,May,Tue,137,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,services,married,high.school,unknown,yes,no,telephone,May,Tue,189,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,blue-collar,married,high.school,no,no,no,telephone,May,Tue,110,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,blue-collar,single,university.degree,unknown,yes,no,telephone,May,Tue,395,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
42,blue-collar,married,basic.4y,no,no,no,telephone,May,Tue,135,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,blue-collar,married,basic.9y,no,no,no,telephone,May,Tue,102,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
56,admin.,married,unknown,unknown,yes,no,telephone,May,Tue,705,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
54,services,married,unknown,no,no,no,telephone,May,Tue,192,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
60,retired,married,basic.4y,unknown,no,no,telephone,May,Tue,188,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,admin.,married,high.school,unknown,yes,no,telephone,May,Tue,139,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
46,blue-collar,married,unknown,unknown,no,no,telephone,May,Tue,131,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,admin.,single,high.school,no,no,no,telephone,May,Tue,65,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
55,blue-collar,married,basic.4y,unknown,yes,yes,telephone,May,Tue,266,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,services,married,high.school,no,yes,no,telephone,May,Tue,76,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,technician,single,university.degree,no,no,no,telephone,May,Tue,1015,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
45,technician,married,university.degree,unknown,yes,no,telephone,May,Tue,122,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,blue-collar,married,basic.6y,no,no,yes,telephone,May,Tue,60,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,blue-collar,married,professional.course,unknown,yes,yes,telephone,May,Tue,111,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
30,technician,married,university.degree,no,yes,no,telephone,May,Tue,683,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
36,blue-collar,married,high.school,no,no,yes,telephone,May,Tue,100,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,admin.,married,high.school,no,no,no,telephone,May,Tue,82,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
51,admin.,single,basic.6y,no,no,no,telephone,May,Tue,470,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
46,housemaid,married,basic.4y,no,no,yes,telephone,May,Tue,149,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,blue-collar,divorced,basic.4y,unknown,no,no,telephone,May,Tue,106,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,services,married,high.school,unknown,no,no,telephone,May,Tue,127,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
41,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tue,320,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
53,retired,single,professional.course,unknown,yes,no,telephone,May,Tue,145,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
55,retired,married,basic.4y,unknown,yes,no,telephone,May,Tue,129,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
44,management,married,university.degree,unknown,no,no,telephone,May,Tue,730,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,blue-collar,married,basic.4y,no,yes,no,telephone,May,Tue,36,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
50,services,married,unknown,unknown,no,no,telephone,May,Tue,521,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
34,blue-collar,married,basic.9y,no,no,no,telephone,May,Tue,95,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,entrepreneur,married,basic.9y,no,no,no,telephone,May,Tue,120,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,unemployed,single,university.degree,no,no,no,telephone,May,Tue,349,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
57,retired,married,university.degree,no,yes,no,telephone,May,Tue,768,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
58,blue-collar,divorced,basic.4y,no,yes,no,telephone,May,Tue,277,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,management,married,university.degree,unknown,yes,no,telephone,May,Tue,289,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,admin.,divorced,high.school,no,no,no,telephone,May,Tue,473,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,admin.,single,university.degree,no,no,no,telephone,May,Tue,133,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
55,retired,married,basic.6y,unknown,no,no,telephone,May,Tue,129,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,blue-collar,married,basic.4y,no,yes,yes,telephone,May,Tue,386,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
31,services,married,basic.6y,unknown,no,no,telephone,May,Tue,1001,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
38,technician,married,professional.course,no,yes,no,telephone,May,Tue,76,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,self-employed,married,professional.course,no,yes,no,telephone,May,Tue,214,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
33,self-employed,divorced,basic.9y,no,yes,no,telephone,May,Tue,355,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
27,admin.,single,university.degree,no,yes,yes,telephone,May,Tue,194,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,technician,married,university.degree,no,yes,yes,telephone,May,Tue,845,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
34,management,divorced,university.degree,no,yes,no,telephone,May,Tue,208,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tue,173,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,technician,single,professional.course,no,no,no,telephone,May,Tue,113,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
28,admin.,single,unknown,no,no,no,telephone,May,Tue,109,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
54,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,853,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
58,retired,married,professional.course,unknown,no,yes,telephone,May,Tue,518,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,blue-collar,married,unknown,unknown,no,no,telephone,May,Tue,124,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
57,admin.,divorced,basic.9y,unknown,no,no,telephone,May,Tue,452,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
28,admin.,married,university.degree,no,unknown,unknown,telephone,May,Tue,203,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tue,813,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
60,retired,married,university.degree,unknown,unknown,unknown,telephone,May,Tue,81,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,services,divorced,basic.9y,no,no,no,telephone,May,Tue,93,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,self-employed,married,professional.course,no,no,no,telephone,May,Tue,119,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
58,unknown,married,basic.4y,no,no,yes,telephone,May,Tue,295,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tue,296,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
59,retired,married,university.degree,no,no,no,telephone,May,Tue,916,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,admin.,married,basic.6y,no,no,no,telephone,May,Tue,60,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,student,single,university.degree,unknown,no,no,telephone,May,Tue,443,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,blue-collar,divorced,high.school,no,no,no,telephone,May,Tue,225,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,blue-collar,married,high.school,no,yes,no,telephone,May,Tue,262,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,431,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,blue-collar,married,basic.9y,unknown,yes,yes,telephone,May,Tue,358,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
46,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tue,565,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,admin.,married,high.school,no,no,no,telephone,May,Tue,753,6,nonexistent,1.1,93.994,-36.4,4.856,5191.0,True
35,technician,married,professional.course,no,no,no,telephone,May,Tue,103,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
51,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,708,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,blue-collar,divorced,basic.9y,unknown,yes,yes,telephone,May,Tue,265,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tue,255,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,admin.,divorced,university.degree,no,no,no,telephone,May,Tue,434,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
25,admin.,single,university.degree,no,no,no,telephone,May,Tue,59,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Tue,305,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,admin.,married,basic.6y,no,no,no,telephone,May,Tue,155,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,management,married,basic.4y,unknown,yes,no,telephone,May,Tue,805,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
56,admin.,married,high.school,no,no,no,telephone,May,Tue,242,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
27,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,19,9,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,housemaid,married,university.degree,no,no,no,telephone,May,Tue,93,6,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
30,management,single,university.degree,no,yes,no,telephone,May,Tue,211,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,admin.,divorced,high.school,no,no,no,telephone,May,Tue,31,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,management,married,unknown,unknown,yes,no,telephone,May,Tue,213,5,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
58,retired,married,high.school,no,yes,no,telephone,May,Tue,104,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Tue,342,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
54,admin.,married,university.degree,no,no,no,telephone,May,Tue,172,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
33,management,single,university.degree,no,yes,yes,telephone,May,Tue,160,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
58,retired,divorced,professional.course,unknown,yes,no,telephone,May,Tue,535,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,admin.,married,high.school,unknown,yes,no,telephone,May,Tue,514,5,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,self-employed,married,professional.course,no,yes,no,telephone,May,Tue,276,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
33,blue-collar,married,basic.9y,no,no,no,telephone,May,Tue,176,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,housemaid,divorced,unknown,no,no,no,telephone,May,Tue,20,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,services,married,high.school,no,yes,no,telephone,May,Tue,161,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
50,housemaid,single,unknown,no,yes,no,telephone,May,Tue,473,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,blue-collar,single,basic.9y,no,no,no,telephone,May,Tue,245,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
50,services,married,unknown,unknown,no,no,telephone,May,Tue,144,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
30,technician,married,university.degree,unknown,no,no,telephone,May,Tue,123,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
32,admin.,married,university.degree,no,yes,no,telephone,May,Tue,93,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
59,retired,married,basic.4y,unknown,no,no,telephone,May,Tue,188,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
53,technician,married,professional.course,no,no,no,telephone,May,Tue,332,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
43,admin.,divorced,basic.9y,no,unknown,unknown,telephone,May,Tue,178,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,self-employed,married,basic.9y,unknown,yes,no,telephone,May,Tue,318,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,unknown,divorced,basic.4y,unknown,no,no,telephone,May,Tue,94,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
53,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Tue,139,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
37,admin.,married,high.school,unknown,no,no,telephone,May,Tue,152,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
26,services,single,high.school,no,yes,no,telephone,May,Tue,188,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,technician,single,professional.course,no,yes,no,telephone,May,Tue,94,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,admin.,married,university.degree,no,no,no,telephone,May,Tue,54,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,admin.,married,basic.9y,no,yes,no,telephone,May,Tue,29,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,technician,married,basic.9y,no,yes,no,telephone,May,Tue,271,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,technician,married,professional.course,no,no,yes,telephone,May,Tue,95,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,technician,married,basic.9y,no,no,no,telephone,May,Tue,227,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
31,management,married,university.degree,no,no,no,telephone,May,Tue,190,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
29,blue-collar,married,basic.6y,no,no,yes,telephone,May,Tue,60,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
42,technician,single,unknown,no,no,no,telephone,May,Tue,162,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
41,services,married,basic.9y,no,yes,yes,telephone,May,Tue,296,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
27,technician,single,professional.course,no,yes,no,telephone,May,Tue,125,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,admin.,single,high.school,no,yes,no,telephone,May,Tue,78,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tue,67,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,blue-collar,married,basic.4y,no,unknown,unknown,telephone,May,Tue,93,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
50,technician,married,basic.6y,no,yes,no,telephone,May,Tue,119,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tue,3,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
27,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tue,297,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
58,retired,married,professional.course,unknown,unknown,unknown,telephone,May,Tue,179,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,services,married,high.school,no,no,no,telephone,May,Tue,342,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
41,technician,married,basic.9y,no,yes,no,telephone,May,Tue,420,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,services,married,high.school,unknown,yes,no,telephone,May,Tue,378,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
48,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tue,190,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
46,admin.,divorced,high.school,unknown,yes,no,telephone,May,Tue,354,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,190,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
33,services,married,high.school,unknown,no,no,telephone,May,Tue,131,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
46,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,367,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
51,retired,married,basic.4y,unknown,yes,yes,telephone,May,Tue,394,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
43,admin.,married,high.school,no,yes,no,telephone,May,Tue,91,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
51,admin.,married,high.school,unknown,no,no,telephone,May,Tue,280,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
43,blue-collar,married,basic.9y,no,no,no,telephone,May,Tue,768,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
38,blue-collar,married,basic.6y,no,no,no,telephone,May,Tue,184,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
56,unemployed,married,basic.9y,unknown,no,yes,telephone,May,Tue,43,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
34,services,married,high.school,no,yes,yes,telephone,May,Tue,108,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,admin.,single,university.degree,no,yes,yes,telephone,May,Tue,195,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
45,admin.,married,basic.9y,unknown,yes,no,telephone,May,Tue,109,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
43,technician,married,basic.9y,unknown,no,yes,telephone,May,Tue,226,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
47,services,divorced,high.school,no,unknown,unknown,telephone,May,Tue,299,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
49,unknown,married,unknown,no,no,no,telephone,May,Tue,192,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,housemaid,married,high.school,no,no,no,telephone,May,Tue,141,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
35,services,married,high.school,no,yes,no,telephone,May,Tue,87,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
27,blue-collar,married,basic.9y,no,unknown,unknown,telephone,May,Tue,169,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
54,retired,married,high.school,unknown,no,no,telephone,May,Tue,119,10,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
31,admin.,married,high.school,unknown,yes,no,telephone,May,Tue,101,13,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
33,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tue,210,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
29,management,married,university.degree,no,no,no,telephone,May,Tue,129,4,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Tue,481,3,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,admin.,married,university.degree,no,no,no,telephone,May,Tue,215,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
51,entrepreneur,married,basic.9y,no,yes,no,telephone,May,Tue,142,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
39,technician,married,professional.course,no,no,no,telephone,May,Tue,411,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,management,married,university.degree,no,no,no,telephone,May,Tue,93,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
30,services,single,high.school,no,no,no,telephone,May,Tue,65,1,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
36,blue-collar,divorced,high.school,no,no,no,telephone,May,Tue,531,2,nonexistent,1.1,93.994,-36.4,4.856,5191.0,False
